,time_in_sec,Acceleration_vertical_axis(in G),Acceleration_lateral_axis(in G),id_of_antenna_reading,signal_strength_indicator(RSSI),Phase,Frequency,target
28940,237.2,0.02067,-0.16192,3,-58.0,0.15033,922.25,3
28941,237.25,0.02067,-0.16192,3,-58.0,0.15033,922.25,3
28942,237.5,-0.059712,-0.12771,3,-58.0,1.4941,925.25,3
28943,237.58,-0.059712,-0.12771,3,-58.0,1.4941,925.25,3
28944,237.63,-0.059712,-0.12771,3,-58.0,1.4941,925.25,3
28945,237.65,-0.059712,-0.12771,3,-58.0,1.4941,925.25,3
28946,237.7,-0.059712,-0.12771,3,-58.0,1.4941,925.25,3
28947,237.75,-0.059712,-0.12771,3,-58.0,1.4941,925.25,3
28948,238.0,-0.059712,-0.12771,3,-58.5,4.9011,924.75,3
28949,238.08,-0.059712,-0.12771,3,-58.5,4.9011,924.75,3
28950,238.13,-0.059712,-0.12771,3,-58.5,4.9011,924.75,3
28951,238.18,-0.059712,-0.12771,3,-58.5,4.9011,924.75,3
28952,238.2,-0.059712,-0.12771,3,-58.5,4.9011,924.75,3
28953,238.25,-0.059712,-0.12771,3,-58.5,4.9011,924.75,3
28954,238.5,-0.059712,-0.11631,3,-58.0,0.35435,921.75,3
28955,238.58,-0.059712,-0.11631,3,-58.0,0.35435,921.75,3
28956,238.63,-0.059712,-0.11631,3,-58.0,0.35435,921.75,3
28957,238.68,-0.059712,-0.11631,3,-58.0,0.35435,921.75,3
28958,238.7,-0.059712,-0.11631,3,-58.0,0.35435,921.75,3
28959,238.75,-0.059712,-0.11631,3,-58.0,0.35435,921.75,3
28960,238.8,-0.059712,-0.11631,1,-57.5,0.51542,925.75,3
28961,238.85,-0.059712,-0.11631,1,-57.5,0.51542,925.75,3
28962,238.88,-0.059712,-0.11631,1,-57.5,0.51542,925.75,3
28963,238.93,-0.059712,-0.11631,1,-57.5,0.51542,925.75,3
28964,238.98,-0.059712,-0.11631,1,-57.5,0.51542,925.75,3
28965,239.0,-0.059712,-0.11631,1,-57.5,0.51542,925.75,3
28966,239.05,-0.059712,-0.11631,3,-58.0,5.8123,923.25,3
28967,239.1,-0.059712,-0.11631,3,-58.0,5.8123,923.25,3
28968,239.13,-0.059712,-0.11631,3,-58.0,5.8123,923.25,3
28969,239.18,-0.059712,-0.11631,3,-58.0,5.8123,923.25,3
28970,239.23,-0.059712,-0.11631,3,-58.0,5.8123,923.25,3
28971,239.25,-0.059712,-0.11631,3,-58.0,5.8123,923.25,3
28972,239.3,-0.059712,-0.11631,3,-57.5,0.22089,922.25,3
28973,239.35,-0.059712,-0.11631,3,-57.5,0.22089,922.25,3
28974,239.38,-0.059712,-0.11631,3,-57.5,0.22089,922.25,3
28975,239.43,-0.059712,-0.11631,3,-57.5,0.22089,922.25,3
28976,239.48,-0.059712,-0.11631,3,-57.5,0.22089,922.25,3
28977,239.5,-0.059712,-0.11631,3,-57.5,0.22089,922.25,3
28978,239.75,-0.048229,-0.10491,1,-55.5,4.8903,924.25,3
28979,239.8,-0.048229,-0.10491,1,-55.5,4.8903,924.25,3
28980,239.85,-0.048229,-0.10491,1,-55.5,4.8903,924.25,3
28981,239.9,-0.048229,-0.10491,1,-55.5,4.8903,924.25,3
28982,239.95,-0.048229,-0.10491,1,-55.5,4.8903,924.25,3
28983,239.98,-0.048229,-0.10491,1,-55.5,4.8903,924.25,3
28984,240.03,-0.048229,-0.10491,3,-58.0,1.0738,920.75,3
28985,240.08,-0.048229,-0.10491,3,-58.0,1.0738,920.75,3
28986,240.1,-0.048229,-0.10491,3,-58.0,1.0738,920.75,3
28987,240.15,-0.048229,-0.10491,3,-58.0,1.0738,920.75,3
28988,240.2,-0.048229,-0.10491,3,-58.0,1.0738,920.75,3
28989,240.23,-0.048229,-0.10491,3,-58.0,1.0738,920.75,3
28990,240.28,-0.048229,-0.10491,1,-56.0,1.3637,924.75,3
28991,240.33,-0.048229,-0.10491,1,-56.0,1.3637,924.75,3
28992,240.35,-0.048229,-0.10491,1,-56.0,1.3637,924.75,3
28993,240.4,-0.048229,-0.10491,1,-56.0,1.3637,924.75,3
28994,240.45,-0.048229,-0.10491,1,-56.0,1.3637,924.75,3
28995,240.48,-0.048229,-0.10491,1,-56.0,1.3637,924.75,3
28996,240.75,-0.036746,-0.12771,3,-58.0,0.43872,921.75,3
28997,240.83,-0.036746,-0.12771,3,-58.0,0.43872,921.75,3
28998,240.88,-0.036746,-0.12771,3,-58.0,0.43872,921.75,3
28999,240.93,-0.036746,-0.12771,3,-58.0,0.43872,921.75,3
29000,240.95,-0.036746,-0.12771,3,-58.0,0.43872,921.75,3
29001,241.0,-0.036746,-0.12771,3,-58.0,0.43872,921.75,3
29002,241.05,-0.036746,-0.12771,1,-55.0,5.3751,923.75,3
29003,241.08,-0.036746,-0.12771,1,-55.0,5.3751,923.75,3
29004,241.13,-0.036746,-0.12771,1,-55.0,5.3751,923.75,3
29005,241.18,-0.036746,-0.12771,1,-55.0,5.3751,923.75,3
29006,241.2,-0.036746,-0.12771,1,-55.0,5.3751,923.75,3
29007,241.25,-0.036746,-0.12771,1,-55.0,5.3751,923.75,3
29008,241.3,-0.036746,-0.12771,3,-58.5,1.2379,925.75,3
29009,241.33,-0.036746,-0.12771,3,-58.5,1.2379,925.75,3
29010,241.38,-0.036746,-0.12771,3,-58.5,1.2379,925.75,3
29011,241.43,-0.036746,-0.12771,3,-58.5,1.2379,925.75,3
29012,241.45,-0.036746,-0.12771,3,-58.5,1.2379,925.75,3
29013,241.5,-0.036746,-0.12771,3,-58.5,1.2379,925.75,3
29014,241.75,-0.048229,-0.10491,3,-58.0,0.14726,922.25,3
29015,241.83,-0.048229,-0.10491,3,-58.0,0.14726,922.25,3
29016,241.85,-0.048229,-0.10491,3,-58.0,0.14726,922.25,3
29017,241.9,-0.048229,-0.10491,3,-58.0,0.14726,922.25,3
29018,241.93,-0.048229,-0.10491,3,-58.0,0.14726,922.25,3
29019,241.98,-0.048229,-0.10491,3,-58.0,0.14726,922.25,3
29020,242.03,-0.048229,-0.10491,3,-58.0,0.7915300000000001,921.25,3
29021,242.05,-0.048229,-0.10491,3,-58.0,0.7915300000000001,921.25,3
29022,242.1,-0.048229,-0.10491,3,-58.0,0.7915300000000001,921.25,3
29023,242.15,-0.048229,-0.10491,3,-58.0,0.7915300000000001,921.25,3
29024,242.18,-0.048229,-0.10491,3,-58.0,0.7915300000000001,921.25,3
29025,242.23,-0.048229,-0.10491,3,-58.0,0.7915300000000001,921.25,3
29026,242.28,-0.048229,-0.10491,1,-56.0,4.9854,924.25,3
29027,242.3,-0.048229,-0.10491,1,-56.0,4.9854,924.25,3
29028,242.35,-0.048229,-0.10491,1,-56.0,4.9854,924.25,3
29029,242.4,-0.048229,-0.10491,1,-56.0,4.9854,924.25,3
29030,242.43,-0.048229,-0.10491,1,-56.0,4.9854,924.25,3
29031,242.48,-0.048229,-0.10491,1,-56.0,4.9854,924.25,3
29032,242.75,-0.0022966,-0.15052,1,-57.0,4.5467,924.75,3
29033,242.83,-0.0022966,-0.15052,1,-57.0,4.5467,924.75,3
29034,242.88,-0.0022966,-0.15052,1,-57.0,4.5467,924.75,3
29035,242.93,-0.0022966,-0.15052,1,-57.0,4.5467,924.75,3
29036,242.98,-0.0022966,-0.15052,1,-57.0,4.5467,924.75,3
29037,243.0,-0.0022966,-0.15052,1,-57.0,4.5467,924.75,3
29038,243.05,-0.0022966,-0.15052,3,-58.0,6.1022,922.75,3
29039,243.08,-0.0022966,-0.15052,3,-58.0,6.1022,922.75,3
29040,243.13,-0.0022966,-0.15052,3,-58.0,6.1022,922.75,3
29041,243.18,-0.0022966,-0.15052,3,-58.0,6.1022,922.75,3
29042,243.23,-0.0022966,-0.15052,3,-58.0,6.1022,922.75,3
29043,243.25,-0.0022966,-0.15052,3,-58.0,6.1022,922.75,3
29044,243.3,-0.0022966,-0.15052,3,-58.0,0.45406,921.75,3
29045,243.33,-0.0022966,-0.15052,3,-58.0,0.45406,921.75,3
29046,243.38,-0.0022966,-0.15052,3,-58.0,0.45406,921.75,3
29047,243.43,-0.0022966,-0.15052,3,-58.0,0.45406,921.75,3
29048,243.45,-0.0022966,-0.15052,3,-58.0,0.45406,921.75,3
29049,243.5,-0.0022966,-0.15052,3,-58.0,0.45406,921.75,3
29050,243.55,-0.0022966,-0.15052,1,-55.5,5.3567,923.75,3
29051,243.6,-0.0022966,-0.15052,1,-55.5,5.3567,923.75,3
29052,243.63,-0.0022966,-0.15052,1,-55.5,5.3567,923.75,3
29053,243.68,-0.0022966,-0.15052,1,-55.5,5.3567,923.75,3
29054,243.7,-0.0022966,-0.15052,1,-55.5,5.3567,923.75,3
29055,243.75,-0.0022966,-0.15052,1,-55.5,5.3567,923.75,3
29056,244.0,-0.025263,-0.12771,3,-58.5,0.20862,922.25,3
29057,244.08,-0.025263,-0.12771,3,-58.5,0.20862,922.25,3
29058,244.1,-0.025263,-0.12771,3,-58.5,0.20862,922.25,3
29059,244.15,-0.025263,-0.12771,3,-58.5,0.20862,922.25,3
29060,244.2,-0.025263,-0.12771,3,-58.5,0.20862,922.25,3
29061,244.23,-0.025263,-0.12771,3,-58.5,0.20862,922.25,3
29062,244.5,-0.082679,-0.070699,3,-57.5,2.123,924.25,3
29063,244.6,-0.082679,-0.070699,3,-57.5,2.123,924.25,3
29064,244.63,-0.082679,-0.070699,3,-57.5,2.123,924.25,3
29065,244.68,-0.082679,-0.070699,3,-57.5,2.123,924.25,3
29066,244.73,-0.082679,-0.070699,3,-57.5,2.123,924.25,3
29067,244.75,-0.082679,-0.070699,3,-57.5,2.123,924.25,3
29068,245.0,-0.082679,-0.070699,1,-57.5,0.95414,925.25,3
29069,245.05,-0.082679,-0.070699,1,-57.5,0.95414,925.25,3
29070,245.1,-0.082679,-0.070699,1,-57.5,0.95414,925.25,3
29071,245.15,-0.082679,-0.070699,1,-57.5,0.95414,925.25,3
29072,245.2,-0.082679,-0.070699,1,-57.5,0.95414,925.25,3
29073,245.23,-0.082679,-0.070699,1,-57.5,0.95414,925.25,3
29074,245.28,-0.082679,-0.070699,1,-56.5,4.5667,924.75,3
29075,245.33,-0.082679,-0.070699,1,-56.5,4.5667,924.75,3
29076,245.35,-0.082679,-0.070699,1,-56.5,4.5667,924.75,3
29077,245.4,-0.082679,-0.070699,1,-56.5,4.5667,924.75,3
29078,245.45,-0.082679,-0.070699,1,-56.5,4.5667,924.75,3
29079,245.5,-0.082679,-0.070699,1,-56.5,4.5667,924.75,3
29080,245.53,-0.082679,-0.070699,3,-58.5,6.1144,922.75,3
29081,245.58,-0.082679,-0.070699,3,-58.5,6.1144,922.75,3
29082,245.6,-0.082679,-0.070699,3,-58.5,6.1144,922.75,3
29083,245.65,-0.082679,-0.070699,3,-58.5,6.1144,922.75,3
29084,245.7,-0.082679,-0.070699,3,-58.5,6.1144,922.75,3
29085,245.75,-0.082679,-0.070699,3,-58.5,6.1144,922.75,3
29086,245.78,-0.048229,-0.10491,3,-58.5,5.5346,923.75,3
29087,245.83,-0.048229,-0.10491,3,-58.5,5.5346,923.75,3
29088,245.88,-0.048229,-0.10491,3,-58.5,5.5346,923.75,3
29089,245.9,-0.048229,-0.10491,3,-58.5,5.5346,923.75,3
29090,245.95,-0.048229,-0.10491,3,-58.5,5.5346,923.75,3
29091,246.0,-0.048229,-0.10491,3,-58.5,5.5346,923.75,3
29092,247.0,0.02067,-0.17332999999999998,3,-58.0,2.0954,924.25,3
29093,247.08,0.02067,-0.17332999999999998,3,-58.0,2.0954,924.25,3
29094,247.13,0.02067,-0.17332999999999998,3,-58.0,2.0954,924.25,3
29095,247.15,0.02067,-0.17332999999999998,3,-58.0,2.0954,924.25,3
29096,247.2,0.02067,-0.17332999999999998,3,-58.0,2.0954,924.25,3
29097,247.25,0.02067,-0.17332999999999998,3,-58.0,2.0954,924.25,3
29098,247.5,0.02067,-0.17332999999999998,1,-57.5,1.0262,925.25,3
29099,247.58,0.02067,-0.17332999999999998,1,-57.5,1.0262,925.25,3
29100,247.63,0.02067,-0.17332999999999998,1,-57.5,1.0262,925.25,3
29101,247.68,0.02067,-0.17332999999999998,1,-57.5,1.0262,925.25,3
29102,247.7,0.02067,-0.17332999999999998,1,-57.5,1.0262,925.25,3
29103,247.75,0.02067,-0.17332999999999998,1,-57.5,1.0262,925.25,3
29104,247.8,0.02067,-0.17332999999999998,1,-56.5,1.4297,924.75,3
29105,247.85,0.02067,-0.17332999999999998,1,-56.5,1.4297,924.75,3
29106,247.88,0.02067,-0.17332999999999998,1,-56.5,1.4297,924.75,3
29107,247.93,0.02067,-0.17332999999999998,1,-56.5,1.4297,924.75,3
29108,247.98,0.02067,-0.17332999999999998,1,-56.5,1.4297,924.75,3
29109,248.0,0.02067,-0.17332999999999998,1,-56.5,1.4297,924.75,3
29110,248.05,0.02067,-0.17332999999999998,3,-58.5,6.1237,922.75,3
29111,248.1,0.02067,-0.17332999999999998,3,-58.5,6.1237,922.75,3
29112,248.13,0.02067,-0.17332999999999998,3,-58.5,6.1237,922.75,3
29113,248.18,0.02067,-0.17332999999999998,3,-58.5,6.1237,922.75,3
29114,248.23,0.02067,-0.17332999999999998,3,-58.5,6.1237,922.75,3
29115,248.25,0.02067,-0.17332999999999998,3,-58.5,6.1237,922.75,3
29116,248.3,0.02067,-0.17332999999999998,3,-58.0,0.42338,921.75,3
29117,248.35,0.02067,-0.17332999999999998,3,-58.0,0.42338,921.75,3
29118,248.4,0.02067,-0.17332999999999998,3,-58.0,0.42338,921.75,3
29119,248.43,0.02067,-0.17332999999999998,3,-58.0,0.42338,921.75,3
29120,248.48,0.02067,-0.17332999999999998,3,-58.0,0.42338,921.75,3
29121,248.53,0.02067,-0.17332999999999998,3,-58.0,0.42338,921.75,3
29122,249.0,-0.082679,-0.070699,3,-58.0,0.10738,922.25,3
29123,249.08,-0.082679,-0.070699,3,-58.0,0.10738,922.25,3
29124,249.13,-0.082679,-0.070699,3,-58.0,0.10738,922.25,3
29125,249.18,-0.082679,-0.070699,3,-58.0,0.10738,922.25,3
29126,249.23,-0.082679,-0.070699,3,-58.0,0.10738,922.25,3
29127,249.25,-0.082679,-0.070699,3,-58.0,0.10738,922.25,3
29128,249.3,-0.082679,-0.070699,3,-58.0,3.9132,921.25,3
29129,249.35,-0.082679,-0.070699,3,-58.0,3.9132,921.25,3
29130,249.38,-0.082679,-0.070699,3,-58.0,3.9132,921.25,3
29131,249.43,-0.082679,-0.070699,3,-58.0,3.9132,921.25,3
29132,249.48,-0.082679,-0.070699,3,-58.0,3.9132,921.25,3
29133,249.5,-0.082679,-0.070699,3,-58.0,3.9132,921.25,3
29134,249.55,-0.082679,-0.070699,1,-56.0,4.9287,924.25,3
29135,249.58,-0.082679,-0.070699,1,-56.0,4.9287,924.25,3
29136,249.63,-0.082679,-0.070699,1,-56.0,4.9287,924.25,3
29137,249.68,-0.082679,-0.070699,1,-56.0,4.9287,924.25,3
29138,249.7,-0.082679,-0.070699,1,-56.0,4.9287,924.25,3
29139,249.75,-0.082679,-0.070699,1,-56.0,4.9287,924.25,3
29140,249.8,-0.082679,-0.070699,3,-58.0,1.0799,920.75,3
29141,249.85,-0.082679,-0.070699,3,-58.0,1.0799,920.75,3
29142,249.88,-0.082679,-0.070699,3,-58.0,1.0799,920.75,3
29143,249.93,-0.082679,-0.070699,3,-58.0,1.0799,920.75,3
29144,249.95,-0.082679,-0.070699,3,-58.0,1.0799,920.75,3
29145,250.0,-0.082679,-0.070699,3,-58.0,1.0799,920.75,3
29146,250.25,-0.094162,-0.070699,3,-58.0,6.0485,922.75,3
29147,250.33,-0.094162,-0.070699,3,-58.0,6.0485,922.75,3
29148,250.38,-0.094162,-0.070699,3,-58.0,6.0485,922.75,3
29149,250.4,-0.094162,-0.070699,3,-58.0,6.0485,922.75,3
29150,250.45,-0.094162,-0.070699,3,-58.0,6.0485,922.75,3
29151,250.5,-0.094162,-0.070699,3,-58.0,6.0485,922.75,3
29152,250.53,-0.094162,-0.070699,3,-58.5,5.4548,923.75,3
29153,250.58,-0.094162,-0.070699,3,-58.5,5.4548,923.75,3
29154,250.63,-0.094162,-0.070699,3,-58.5,5.4548,923.75,3
29155,250.65,-0.094162,-0.070699,3,-58.5,5.4548,923.75,3
29156,250.7,-0.094162,-0.070699,3,-58.5,5.4548,923.75,3
29157,250.75,-0.094162,-0.070699,3,-58.5,5.4548,923.75,3
29158,251.25,-0.059712,-0.10491,3,-58.0,4.5467,920.25,3
29159,251.33,-0.059712,-0.10491,3,-58.0,4.5467,920.25,3
29160,251.38,-0.059712,-0.10491,3,-58.0,4.5467,920.25,3
29161,251.4,-0.059712,-0.10491,3,-58.0,4.5467,920.25,3
29162,251.45,-0.059712,-0.10491,3,-58.0,4.5467,920.25,3
29163,251.5,-0.059712,-0.10491,3,-58.0,4.5467,920.25,3
29164,251.75,-0.14009000000000002,-0.025087,1,-56.0,4.9808,924.25,3
29165,251.83,-0.14009000000000002,-0.025087,1,-56.0,4.9808,924.25,3
29166,251.88,-0.14009000000000002,-0.025087,1,-56.0,4.9808,924.25,3
29167,251.9,-0.14009000000000002,-0.025087,1,-56.0,4.9808,924.25,3
29168,251.95,-0.14009000000000002,-0.025087,1,-56.0,4.9808,924.25,3
29169,252.0,-0.14009000000000002,-0.025087,1,-56.0,4.9808,924.25,3
29170,252.03,-0.14009000000000002,-0.025087,1,-55.0,5.1603,920.75,3
29171,252.08,-0.14009000000000002,-0.025087,1,-55.0,5.1603,920.75,3
29172,252.13,-0.14009000000000002,-0.025087,1,-55.0,5.1603,920.75,3
29173,252.15,-0.14009000000000002,-0.025087,1,-55.0,5.1603,920.75,3
29174,252.2,-0.14009000000000002,-0.025087,1,-55.0,5.1603,920.75,3
29175,252.25,-0.14009000000000002,-0.025087,1,-55.0,5.1603,920.75,3
29176,252.28,-0.14009000000000002,-0.025087,1,-57.5,1.0477,925.25,3
29177,252.33,-0.14009000000000002,-0.025087,1,-57.5,1.0477,925.25,3
29178,252.38,-0.14009000000000002,-0.025087,1,-57.5,1.0477,925.25,3
29179,252.4,-0.14009000000000002,-0.025087,1,-57.5,1.0477,925.25,3
29180,252.45,-0.14009000000000002,-0.025087,1,-57.5,1.0477,925.25,3
29181,252.5,-0.14009000000000002,-0.025087,1,-57.5,1.0477,925.25,3
29182,252.53,-0.14009000000000002,-0.025087,1,-57.0,4.5498,924.75,3
29183,252.58,-0.14009000000000002,-0.025087,1,-57.0,4.5498,924.75,3
29184,252.63,-0.14009000000000002,-0.025087,1,-57.0,4.5498,924.75,3
29185,252.65,-0.14009000000000002,-0.025087,1,-57.0,4.5498,924.75,3
29186,252.7,-0.14009000000000002,-0.025087,1,-57.0,4.5498,924.75,3
29187,252.75,-0.14009000000000002,-0.025087,1,-57.0,4.5498,924.75,3
29188,253.0,-0.036746,-0.10491,1,-55.5,5.4196,923.75,3
29189,253.08,-0.036746,-0.10491,1,-55.5,5.4196,923.75,3
29190,253.13,-0.036746,-0.10491,1,-55.5,5.4196,923.75,3
29191,253.15,-0.036746,-0.10491,1,-55.5,5.4196,923.75,3
29192,253.2,-0.036746,-0.10491,1,-55.5,5.4196,923.75,3
29193,253.23,-0.036746,-0.10491,1,-55.5,5.4196,923.75,3
29194,253.28,-0.036746,-0.10491,3,-59.0,1.172,925.75,3
29195,253.33,-0.036746,-0.10491,3,-59.0,1.172,925.75,3
29196,253.38,-0.036746,-0.10491,3,-59.0,1.172,925.75,3
29197,253.4,-0.036746,-0.10491,3,-59.0,1.172,925.75,3
29198,253.45,-0.036746,-0.10491,3,-59.0,1.172,925.75,3
29199,253.5,-0.036746,-0.10491,3,-59.0,1.172,925.75,3
29200,253.53,-0.036746,-0.10491,3,-58.0,4.5191,920.25,3
29201,253.58,-0.036746,-0.10491,3,-58.0,4.5191,920.25,3
29202,253.63,-0.036746,-0.10491,3,-58.0,4.5191,920.25,3
29203,253.65,-0.036746,-0.10491,3,-58.0,4.5191,920.25,3
29204,253.7,-0.036746,-0.10491,3,-58.0,4.5191,920.25,3
29205,253.75,-0.036746,-0.10491,3,-58.0,4.5191,920.25,3
29206,253.78,-0.036746,-0.10491,3,-57.5,0.07209700000000001,922.25,3
29207,253.83,-0.036746,-0.10491,3,-57.5,0.07209700000000001,922.25,3
29208,253.88,-0.036746,-0.10491,3,-57.5,0.07209700000000001,922.25,3
29209,253.9,-0.036746,-0.10491,3,-57.5,0.07209700000000001,922.25,3
29210,253.95,-0.036746,-0.10491,3,-57.5,0.07209700000000001,922.25,3
29211,254.0,-0.036746,-0.10491,3,-57.5,0.07209700000000001,922.25,3
29212,254.03,-0.036746,-0.10491,3,-58.0,0.69029,921.25,3
29213,254.08,-0.036746,-0.10491,3,-58.0,0.69029,921.25,3
29214,254.1,-0.036746,-0.10491,3,-58.0,0.69029,921.25,3
29215,254.15,-0.036746,-0.10491,3,-58.0,0.69029,921.25,3
29216,254.2,-0.036746,-0.10491,3,-58.0,0.69029,921.25,3
29217,254.25,-0.036746,-0.10491,3,-58.0,0.69029,921.25,3
29218,254.28,-0.036746,-0.10491,1,-56.0,1.8883,924.25,3
29219,254.33,-0.036746,-0.10491,1,-56.0,1.8883,924.25,3
29220,254.38,-0.036746,-0.10491,1,-56.0,1.8883,924.25,3
29221,254.4,-0.036746,-0.10491,1,-56.0,1.8883,924.25,3
29222,254.45,-0.036746,-0.10491,1,-56.0,1.8883,924.25,3
29223,254.5,-0.036746,-0.10491,1,-56.0,1.8883,924.25,3
29224,254.75,-0.059712,-0.10491,3,-58.5,1.4603,925.25,3
29225,254.83,-0.059712,-0.10491,3,-58.5,1.4603,925.25,3
29226,254.88,-0.059712,-0.10491,3,-58.5,1.4603,925.25,3
29227,254.9,-0.059712,-0.10491,3,-58.5,1.4603,925.25,3
29228,254.95,-0.059712,-0.10491,3,-58.5,1.4603,925.25,3
29229,255.0,-0.059712,-0.10491,3,-58.5,1.4603,925.25,3
29230,255.25,-0.059712,-0.10491,3,-58.0,0.35128000000000004,921.75,3
29231,255.33,-0.059712,-0.10491,3,-58.0,0.35128000000000004,921.75,3
29232,255.38,-0.059712,-0.10491,3,-58.0,0.35128000000000004,921.75,3
29233,255.4,-0.059712,-0.10491,3,-58.0,0.35128000000000004,921.75,3
29234,255.45,-0.059712,-0.10491,3,-58.0,0.35128000000000004,921.75,3
29235,255.5,-0.059712,-0.10491,3,-58.0,0.35128000000000004,921.75,3
29236,255.75,-0.059712,-0.10491,1,-58.0,0.61206,925.75,3
29237,255.85,-0.059712,-0.10491,1,-58.0,0.61206,925.75,3
29238,255.88,-0.059712,-0.10491,1,-58.0,0.61206,925.75,3
29239,255.93,-0.059712,-0.10491,1,-58.0,0.61206,925.75,3
29240,255.95,-0.059712,-0.10491,1,-58.0,0.61206,925.75,3
29241,256.0,-0.059712,-0.10491,1,-58.0,0.61206,925.75,3
29242,256.05,-0.059712,-0.10491,3,-58.0,5.6251,923.25,3
29243,256.1,-0.059712,-0.10491,3,-58.0,5.6251,923.25,3
29244,256.13,-0.059712,-0.10491,3,-58.0,5.6251,923.25,3
29245,256.18,-0.059712,-0.10491,3,-58.0,5.6251,923.25,3
29246,256.2,-0.059712,-0.10491,3,-58.0,5.6251,923.25,3
29247,256.25,-0.059712,-0.10491,3,-58.0,5.6251,923.25,3
29248,256.3,-0.059712,-0.10491,3,-58.0,4.4301,920.25,3
29249,256.32,-0.059712,-0.10491,3,-58.0,4.4301,920.25,3
29250,256.38,-0.059712,-0.10491,3,-58.0,4.4301,920.25,3
29251,256.43,-0.059712,-0.10491,3,-58.0,4.4301,920.25,3
29252,256.45,-0.059712,-0.10491,3,-58.0,4.4301,920.25,3
29253,256.5,-0.059712,-0.10491,3,-58.0,4.4301,920.25,3
29254,256.75,-0.048229,-0.11631,1,-56.0,4.9977,924.25,3
29255,256.82,-0.048229,-0.11631,1,-56.0,4.9977,924.25,3
29256,256.93,-0.048229,-0.11631,1,-56.0,4.9977,924.25,3
29257,256.98,-0.048229,-0.11631,1,-56.0,4.9977,924.25,3
29258,257.0,-0.048229,-0.11631,1,-56.0,4.9977,924.25,3
29259,257.05,-0.048229,-0.11631,3,-58.0,1.0354,920.75,3
29260,257.1,-0.048229,-0.11631,3,-58.0,1.0354,920.75,3
29261,257.13,-0.048229,-0.11631,3,-58.0,1.0354,920.75,3
29262,257.18,-0.048229,-0.11631,3,-58.0,1.0354,920.75,3
29263,257.25,-0.048229,-0.11631,3,-58.0,1.0354,920.75,3
29264,257.3,-0.048229,-0.11631,1,-56.5,1.4834,924.75,3
29265,257.35,-0.048229,-0.11631,1,-56.5,1.4834,924.75,3
29266,257.38,-0.048229,-0.11631,1,-56.5,1.4834,924.75,3
29267,257.43,-0.048229,-0.11631,1,-56.5,1.4834,924.75,3
29268,257.48,-0.048229,-0.11631,1,-56.5,1.4834,924.75,3
29269,257.53,-0.048229,-0.11631,1,-56.5,1.4834,924.75,3
29270,257.55,-0.048229,-0.11631,3,-58.5,6.0224,922.75,3
29271,257.6,-0.048229,-0.11631,3,-58.5,6.0224,922.75,3
29272,257.65,-0.048229,-0.11631,3,-58.5,6.0224,922.75,3
29273,257.68,-0.048229,-0.11631,3,-58.5,6.0224,922.75,3
29274,257.73,-0.048229,-0.11631,3,-58.5,6.0224,922.75,3
29275,257.78,-0.048229,-0.11631,3,-58.5,6.0224,922.75,3
29276,257.8,-0.048229,-0.11631,3,-58.0,0.40957,921.75,3
29277,257.85,-0.048229,-0.11631,3,-58.0,0.40957,921.75,3
29278,257.9,-0.048229,-0.11631,3,-58.0,0.40957,921.75,3
29279,257.93,-0.048229,-0.11631,3,-58.0,0.40957,921.75,3
29280,257.98,-0.048229,-0.11631,3,-58.0,0.40957,921.75,3
29281,258.0,-0.048229,-0.11631,3,-58.0,0.40957,921.75,3
29282,258.05,-0.048229,-0.11631,1,-55.5,5.4809,923.75,3
29283,258.1,-0.048229,-0.11631,1,-55.5,5.4809,923.75,3
29284,258.15,-0.048229,-0.11631,1,-55.5,5.4809,923.75,3
29285,258.18,-0.048229,-0.11631,1,-55.5,5.4809,923.75,3
29286,258.23,-0.048229,-0.11631,1,-55.5,5.4809,923.75,3
29287,258.25,-0.048229,-0.11631,1,-55.5,5.4809,923.75,3
29288,258.5,-0.07119600000000001,-0.093505,3,-58.0,5.7356,923.25,3
29289,258.57,-0.07119600000000001,-0.093505,3,-58.0,5.7356,923.25,3
29290,258.63,-0.07119600000000001,-0.093505,3,-58.0,5.7356,923.25,3
29291,258.65,-0.07119600000000001,-0.093505,3,-58.0,5.7356,923.25,3
29292,258.7,-0.07119600000000001,-0.093505,3,-58.0,5.7356,923.25,3
29293,258.75,-0.07119600000000001,-0.093505,3,-58.0,5.7356,923.25,3
29294,258.78,-0.07119600000000001,-0.093505,3,-58.0,4.5406,920.25,3
29295,258.82,-0.07119600000000001,-0.093505,3,-58.0,4.5406,920.25,3
29296,258.88,-0.07119600000000001,-0.093505,3,-58.0,4.5406,920.25,3
29297,258.93,-0.07119600000000001,-0.093505,3,-58.0,4.5406,920.25,3
29298,258.95,-0.07119600000000001,-0.093505,3,-58.0,4.5406,920.25,3
29299,259.0,-0.07119600000000001,-0.093505,3,-58.0,4.5406,920.25,3
29300,259.05,-0.07119600000000001,-0.093505,3,-58.0,0.75012,921.25,3
29301,259.07,-0.07119600000000001,-0.093505,3,-58.0,0.75012,921.25,3
29302,259.13,-0.07119600000000001,-0.093505,3,-58.0,0.75012,921.25,3
29303,259.18,-0.07119600000000001,-0.093505,3,-58.0,0.75012,921.25,3
29304,259.2,-0.07119600000000001,-0.093505,3,-58.0,0.75012,921.25,3
29305,259.25,-0.07119600000000001,-0.093505,3,-58.0,0.75012,921.25,3
29306,259.5,-0.048229,-0.10491,1,-55.5,2.1077,920.75,3
